R device_connect OK
R device_subscribe gsr OK
E4_Bvp 1502566754.72065 2.984679
E4_Bvp 1502566754.73627 2.568724
E4_Acc 1502566769.70571 55 0 30
E4_Acc 1502566769.73696 55 0 30
E4_Acc 1502566769.76821 55 0 30
E4_Acc 1502566769.79946 55 0 30
E4_Acc 1502566769.83072 54 0 30
E4_Acc 1502566769.86197 55 0 30
E4_Bvp 1502566754.7519 2.064871
E4_Bvp 1502566754.76753 1.5022
E4_Bvp 1502566754.78315 0.9355121
E4_Bvp 1502566754.79878 0.4788885
E4_Bvp 1502566754.8144 0.2150688
E4_Bvp 1502566754.83003 0.1462436
E4_Bvp 1502566754.84565 0.186357
E4_Bvp 1502566754.86128 0.175519
E4_Bvp 1502566754.87691 -0.01665878
E4_Bvp 1502566754.89253 -0.4584427
E4_Bvp 1502566754.90816 -1.082603
E4_Acc 1502566769.89322 55 0 30
E4_Acc 1502566769.92447 55 0 30
E4_Acc 1502566769.95572 55 0 30
E4_Acc 1502566769.98697 55 0 30
E4_Acc 1502566770.01822 55 0 30
E4_Acc 1502566770.04948 55 0 30
E4_Bvp 1502566754.92378 -1.781786
E4_Bvp 1502566754.93941 -2.432066
E4_Bvp 1502566754.95503 -2.999439
E4_Bvp 1502566754.97066 -3.518009
E4_Bvp 1502566754.98629 -4.083941
E4_Bvp 1502566755.00191 -4.760865
E4_Bvp 1502566755.01754 -5.535131
E4_Bvp 1502566755.03316 -6.351707
E4_Bvp 1502566755.04879 -6.98679
E4_Bvp 1502566755.06441 -7.26874
E4_Bvp 1502566755.08004 -7.036443
E4_Temperature 1502566740.63211 34.23
E4_Temperature 1502566740.88213 34.23
E4_Temperature 1502566741.13214 34.23
E4_Temperature 1502566741.38215 34.23
E4_Temperature 1502566741.63216 34.23
E4_Temperature 1502566741.88217 34.23
E4_Temperature 1502566742.13218 34.23
E4_Temperature 1502566742.3822 34.23
E4_Bvp 1502566755.09567 -6.240323
E4_Bvp 1502566755.11129 -4.923682
E4_Bvp 1502566755.12692 -3.243019
E4_Bvp 1502566755.14254 -1.388934
E4_Bvp 1502566755.15817 0.3973045
E4_Bvp 1502566755.17379 1.938538
E4_Bvp 1502566755.18942 3.139278
E4_Bvp 1502566755.20505 3.975676
E4_Bvp 1502566755.22067 4.479629
E4_Bvp 1502566755.2363 4.672439
E4_Bvp 1502566755.25192 4.57856
E4_Acc 1502566770.08073 55 0 30
E4_Acc 1502566770.11198 55 0 30
E4_Acc 1502566770.14323 55 0 30
E4_Acc 1502566770.17448 55 0 30
E4_Acc 1502566770.20573 55 0 30
E4_Acc 1502566770.23698 55 0 30
E4_Bvp 1502566755.26755 4.211146
E4_Bvp 1502566755.28317 3.674471
E4_Bvp 1502566755.2988 3.133702
E4_Bvp 1502566755.31443 2.800776
E4_Bvp 1502566755.33005 2.836142
E4_Bvp 1502566755.34568 3.23133
E4_Bvp 1502566755.3613 3.836113
E4_Bvp 1502566755.37693 4.406431
E4_Bvp 1502566755.39255 4.726996
E4_Bvp 1502566755.40818 4.734325
E4_Bvp 1502566755.42381 4.512322
E4_Acc 1502566770.26824 55 0 30
E4_Acc 1502566770.29949 55 0 30
E4_Acc 1502566770.33074 55 0 30
E4_Acc 1502566770.36199 55 0 30
E4_Acc 1502566770.39324 55 0 30
E4_Acc 1502566770.42449 55 0 30
E4_Bvp 1502566755.43943 4.212211
E4_Bvp 1502566755.45506 3.995189
E4_Bvp 1502566755.47068 3.882966
E4_Bvp 1502566755.48631 3.802088
E4_Bvp 1502566755.50193 3.613994
E4_Bvp 1502566755.51756 3.206913
E4_Bvp 1502566755.53319 2.541927
E4_Bvp 1502566755.54881 1.653442
E4_Bvp 1502566755.56444 0.6810536
E4_Bvp 1502566755.58006 -0.2596364
E4_Bvp 1502566755.59569 -1.046839
E4_Acc 1502566770.45574 55 0 30
E4_Acc 1502566770.487 55 0 30
E4_Acc 1502566770.51825 55 0 30
E4_Acc 1502566770.5495 55 0 30
E4_Acc 1502566770.58075 55 0 30
E4_Acc 1502566770.612 55 0 30
E4_Bvp 1502566755.61131 -1.640077
E4_Bvp 1502566755.62694 -2.062987
E4_Bvp 1502566755.64257 -2.365613
E4_Bvp 1502566755.65819 -2.605758
E4_Bvp 1502566755.67382 -2.831818
E4_Bvp 1502566755.68944 -3.065195
E4_Bvp 1502566755.70507 -3.32753
E4_Bvp 1502566755.72069 -3.693991
E4_Bvp 1502566755.73632 -4.226436
E4_Bvp 1502566755.75195 -4.943122
E4_Bvp 1502566755.76757 -5.776585
E4_Acc 1502566770.64325 55 0 30
E4_Acc 1502566770.6745 55 0 30
E4_Acc 1502566770.70576 55 0 30
E4_Acc 1502566770.73701 55 0 30
E4_Acc 1502566770.76826 55 0 30
E4_Acc 1502566770.79951 55 0 30
E4_Bvp 1502566755.7832 -6.54366
E4_Bvp 1502566755.79882 -7.041721
E4_Bvp 1502566755.81445 -7.077563
E4_Bvp 1502566755.83007 -6.582798
E4_Bvp 1502566755.8457 -5.602825
E4_Bvp 1502566755.86133 -4.29397
E4_Bvp 1502566755.87695 -2.826304
E4_Bvp 1502566755.89258 -1.357746
E4_Bvp 1502566755.9082 0.01420593
E4_Bvp 1502566755.92383 1.266452
E4_Bvp 1502566755.93945 2.378668
E4_Acc 1502566770.83076 55 0 29
E4_Acc 1502566770.86201 55 0 30
E4_Acc 1502566770.89326 55 0 30
E4_Acc 1502566770.92452 55 0 30
E4_Acc 1502566770.95577 55 0 30
E4_Acc 1502566770.98702 55 0 29
E4_Gsr 1502566912.916 0.09479568
E4_Gsr 1502566913.166 0.0960767
E4_Gsr 1502566913.416 0.09863874
E4_Gsr 1502566913.666 0.09735772
E4_Gsr 1502566913.916 0.09479568
E4_Gsr 1502566914.166 0.0960767
E4_Bvp 1502566755.95508 3.312615
E4_Bvp 1502566755.97071 4.003743
E4_Bvp 1502566755.98633 4.343163
E4_Bvp 1502566756.00196 4.291159
E4_Bvp 1502566756.01758 3.87959
E4_Bvp 1502566756.03321 3.283934
E4_Bvp 1502566756.04883 2.73587
E4_Bvp 1502566756.06446 2.494916
E4_Bvp 1502566756.08009 2.697905
E4_Bvp 1502566756.09571 3.318038
E4_Bvp 1502566756.11134 4.149298
E4_Acc 1502566771.01827 55 0 30
E4_Acc 1502566771.04952 55 0 30
E4_Acc 1502566771.08077 55 0 30
E4_Acc 1502566771.11202 55 0 30
E4_Acc 1502566771.14328 55 0 30
E4_Acc 1502566771.17453 55 0 30
E4_Bvp 1502566756.12696 4.919405
E4_Bvp 1502566756.14259 5.395189
E4_Bvp 1502566756.15821 5.489444
E4_Bvp 1502566756.17384 5.238826
E4_Bvp 1502566756.18947 4.795217
E4_Bvp 1502566756.20509 4.309403
E4_Bvp 1502566756.22072 3.892612
E4_Bvp 1502566756.23634 3.569991
E4_Bvp 1502566756.25197 3.301421
E4_Bvp 1502566756.26759 3.00005
E4_Bvp 1502566756.28322 2.570535
E4_Acc 1502566771.20578 55 0 30
E4_Acc 1502566771.23703 55 0 30
E4_Acc 1502566771.26828 55 0 30
E4_Acc 1502566771.29953 55 0 30
E4_Acc 1502566771.33078 55 0 30
E4_Acc 1502566771.36204 55 0 30
E4_Bvp 1502566756.29885 1.961047
E4_Bvp 1502566756.31447 1.16917
E4_Bvp 1502566756.3301 0.2760348
E4_Bvp 1502566756.34572 -0.5848689
E4_Bvp 1502566756.36135 -1.255293
E4_Bvp 1502566756.37697 -1.655837
E4_Bvp 1502566756.3926 -1.801544
E4_Bvp 1502566756.40823 -1.832181
E4_Bvp 1502566756.42385 -1.956019
E4_Bvp 1502566756.43948 -2.298511
E4_Bvp 1502566756.4551 -2.937769
E4_Acc 1502566771.39329 55 0 29
E4_Acc 1502566771.42454 55 0 30
E4_Acc 1502566771.45579 55 0 30
E4_Acc 1502566771.48704 55 0 30
E4_Acc 1502566771.51829 55 0 30
E4_Acc 1502566771.54954 55 0 30
E4_Bvp 1502566756.47073 -3.788617
E4_Bvp 1502566756.48635 -4.714614
E4_Bvp 1502566756.50198 -5.575202
E4_Bvp 1502566756.51761 -6.237121
E4_Bvp 1502566756.53323 -6.554049
E4_Bvp 1502566756.54886 -6.397564
E4_Bvp 1502566756.56448 -5.68843
E4_Bvp 1502566756.58011 -4.432873
E4_Bvp 1502566756.59573 -2.820468
E4_Bvp 1502566756.61136 -1.136496
E4_Bvp 1502566756.62699 0.3219132
E4_Acc 1502566771.5808 55 0 30
E4_Acc 1502566771.61205 55 0 30
E4_Acc 1502566771.6433 55 0 30
E4_Acc 1502566771.67455 55 0 30
E4_Acc 1502566771.7058 55 0 29
E4_Acc 1502566771.73705 55 0 30
E4_Bvp 1502566756.64261 1.384121
E4_Bvp 1502566756.65824 2.027402
E4_Bvp 1502566756.67386 2.385679
E4_Bvp 1502566756.68949 2.629485
E4_Bvp 1502566756.70511 2.867112
E4_Bvp 1502566756.72074 3.097426
E4_Bvp 1502566756.73637 3.281441
E4_Bvp 1502566756.75199 3.404144
E4_Bvp 1502566756.76762 3.468012
E4_Bvp 1502566756.78324 3.539193
E4_Bvp 1502566756.79887 3.632556
E4_Acc 1502566771.7683 55 0 30
E4_Acc 1502566771.79956 55 0 30
E4_Acc 1502566771.83081 55 0 30
E4_Acc 1502566771.86206 55 0 30
E4_Acc 1502566771.89331 55 0 30
E4_Acc 1502566771.92456 55 0 30
E4_Bvp 1502566756.81449 3.738236
E4_Bvp 1502566756.83012 3.795797
E4_Bvp 1502566756.84575 3.738415
E4_Bvp 1502566756.86137 3.564751
E4_Bvp 1502566756.877 3.319172
E4_Bvp 1502566756.89262 3.088495
E4_Bvp 1502566756.90825 2.923786
E4_Bvp 1502566756.92387 2.828715
E4_Bvp 1502566756.9395 2.742
E4_Bvp 1502566756.95513 2.586143
E4_Bvp 1502566756.97075 2.28359
E4_Acc 1502566771.95581 55 0 30
E4_Acc 1502566771.98706 55 0 30
E4_Acc 1502566772.01832 55 0 30
E4_Acc 1502566772.04957 55 0 30
E4_Acc 1502566772.08082 55 0 30
E4_Acc 1502566772.11207 55 0 30
E4_Bvp 1502566756.98638 1.820151
E4_Bvp 1502566757.002 1.221254
E4_Bvp 1502566757.01763 0.5397975
E4_Bvp 1502566757.03325 -0.1618627
E4_Bvp 1502566757.04888 -0.8356537
E4_Bvp 1502566757.06451 -1.453812
E4_Bvp 1502566757.08013 -1.998675
E4_Bvp 1502566757.09576 -2.468411
E4_Bvp 1502566757.11138 -2.895074
E4_Bvp 1502566757.12701 -3.341182
E4_Bvp 1502566757.14263 -3.892155
E4_Temperature 1502566742.63221 34.23
E4_Temperature 1502566742.88222 34.23
E4_Temperature 1502566743.13223 34.23
E4_Temperature 1502566743.38224 34.23
E4_Temperature 1502566743.63225 34.23
E4_Temperature 1502566743.88227 34.23
E4_Temperature 1502566744.13228 34.23
E4_Temperature 1502566744.38229 34.23
E4_Bvp 1502566757.15826 -4.602505
E4_Bvp 1502566757.17389 -5.472399
E4_Bvp 1502566757.18951 -6.427165
E4_Bvp 1502566757.20514 -7.33315
E4_Bvp 1502566757.22076 -8.034842
E4_Bvp 1502566757.23639 -8.386662
E4_Bvp 1502566757.25201 -8.294868
E4_Bvp 1502566757.26764 -7.692756
E4_Bvp 1502566757.28327 -6.586076
E4_Bvp 1502566757.29889 -5.063584
E4_Bvp 1502566757.31452 -3.266871
E4_Acc 1502566772.14332 55 0 30
E4_Acc 1502566772.17457 55 0 30
E4_Acc 1502566772.20582 55 0 30
E4_Acc 1502566772.23708 55 0 30
E4_Acc 1502566772.26833 55 0 30
E4_Acc 1502566772.29958 55 0 30
E4_Bvp 1502566757.33014 -1.406126
E4_Bvp 1502566757.34577 0.3085568
E4_Bvp 1502566757.36139 1.704787
E4_Bvp 1502566757.37702 2.709287
E4_Bvp 1502566757.39265 3.314256
E4_Bvp 1502566757.40827 3.558163
E4_Bvp 1502566757.4239 3.531447
E4_Bvp 1502566757.43952 3.329731
E4_Bvp 1502566757.45515 3.033623
E4_Bvp 1502566757.47077 2.72892
E4_Bvp 1502566757.4864 2.500228
E4_Acc 1502566772.33083 55 0 30
E4_Acc 1502566772.36208 55 0 30
E4_Acc 1502566772.39333 55 0 30
E4_Acc 1502566772.42458 55 0 30
E4_Acc 1502566772.45584 54 0 30
E4_Acc 1502566772.48709 55 0 30
E4_Gsr 1502566914.416 0.0960767
E4_Gsr 1502566914.666 0.09479568
E4_Gsr 1502566914.916 0.09479568
E4_Gsr 1502566915.166 0.09479568
E4_Gsr 1502566915.416 0.09735772
E4_Gsr 1502566915.666 0.0960767
E4_Bvp 1502566757.50203 2.393379
E4_Bvp 1502566757.51765 2.40479
E4_Bvp 1502566757.53328 2.495315
E4_Bvp 1502566757.5489 2.607196
E4_Bvp 1502566757.56453 2.693396
E4_Bvp 1502566757.58015 2.760216
E4_Bvp 1502566757.59578 2.836879
E4_Bvp 1502566757.61141 2.978489
E4_Bvp 1502566757.62703 3.216225
E4_Bvp 1502566757.64266 3.567369
E4_Bvp 1502566757.65828 3.949686
E4_Acc 1502566772.51834 55 0 30
E4_Acc 1502566772.54959 55 0 30
E4_Acc 1502566772.58084 55 0 30
E4_Acc 1502566772.61209 55 0 30
E4_Acc 1502566772.64334 55 0 30
E4_Acc 1502566772.6746 54 0 30
E4_Bvp 1502566757.67391 4.225357
E4_Bvp 1502566757.68953 4.264324
E4_Bvp 1502566757.70516 3.934338
E4_Bvp 1502566757.72079 3.227196
E4_Bvp 1502566757.73641 2.246242
E4_Bvp 1502566757.75204 1.18741
E4_Bvp 1502566757.76766 0.2485189
E4_Bvp 1502566757.78329 -0.4316983
E4_Bvp 1502566757.79891 -0.8460169
E4_Bvp 1502566757.81454 -1.108337
E4_Bvp 1502566757.83017 -1.342018
E4_Acc 1502566772.70585 55 0 30
E4_Acc 1502566772.7371 55 0 30
E4_Acc 1502566772.76835 54 0 30
E4_Acc 1502566772.7996 55 0 30
E4_Acc 1502566772.83085 55 0 30
E4_Acc 1502566772.8621 55 0 30
E4_Bvp 1502566757.84579 -1.685441
E4_Bvp 1502566757.86142 -2.187503
E4_Bvp 1502566757.87704 -2.831521
E4_Bvp 1502566757.89267 -3.562652
E4_Bvp 1502566757.90829 -4.348052
E4_Bvp 1502566757.92392 -5.144791
E4_Bvp 1502566757.93955 -5.915487
E4_Bvp 1502566757.95517 -6.566179
E4_Bvp 1502566757.9708 -6.976848
E4_Bvp 1502566757.98642 -6.983959
E4_Bvp 1502566758.00205 -6.527384
E4_Acc 1502566772.89336 54 0 30
E4_Acc 1502566772.92461 55 0 30
E4_Acc 1502566772.95586 55 0 30
E4_Acc 1502566772.98711 55 0 30
E4_Acc 1502566773.01836 55 0 30
E4_Acc 1502566773.04961 55 0 30
E4_Bvp 1502566758.01767 -5.610253
E4_Bvp 1502566758.0333 -4.388337
E4_Bvp 1502566758.04893 -3.041068
E4_Bvp 1502566758.06455 -1.762059
E4_Bvp 1502566758.08018 -0.635335
E4_Bvp 1502566758.0958 0.3296452
E4_Bvp 1502566758.11143 1.177785
E4_Bvp 1502566758.12705 1.944233
E4_Bvp 1502566758.14268 2.619425
E4_Bvp 1502566758.15831 3.175803
E4_Bvp 1502566758.17393 3.558196
E4_Acc 1502566773.08086 54 0 30
E4_Acc 1502566773.11212 55 0 30
E4_Acc 1502566773.14337 55 0 30
E4_Acc 1502566773.17462 55 0 30
E4_Acc 1502566773.20587 55 0 30
E4_Acc 1502566773.23712 55 0 30
E4_Bvp 1502566758.18956 3.766228
E4_Bvp 1502566758.20518 3.810076
E4_Bvp 1502566758.22081 3.734547
E4_Bvp 1502566758.23643 3.592835
E4_Bvp 1502566758.25206 3.447267
E4_Bvp 1502566758.26769 3.378283
E4_Bvp 1502566758.28331 3.413033
E4_Bvp 1502566758.29894 3.552053
E4_Bvp 1502566758.31456 3.715963
E4_Bvp 1502566758.33019 3.776014
E4_Bvp 1502566758.34581 3.652382
E4_Acc 1502566773.26837 55 0 30
E4_Acc 1502566773.29962 55 0 30
E4_Acc 1502566773.33088 55 0 30
E4_Acc 1502566773.36213 55 0 30
E4_Acc 1502566773.39338 55 0 30
E4_Acc 1502566773.42463 55 0 30
E4_Bvp 1502566758.36144 3.363143
E4_Bvp 1502566758.37707 3.016016
E4_Bvp 1502566758.39269 2.746841
E4_Bvp 1502566758.40832 2.620948
E4_Bvp 1502566758.42394 2.605108
E4_Bvp 1502566758.43957 2.568883
E4_Bvp 1502566758.45519 2.436625
E4_Bvp 1502566758.47082 2.142639
E4_Bvp 1502566758.48645 1.730302
E4_Bvp 1502566758.50207 1.20975
E4_Bvp 1502566758.5177 0.5833006
E4_Acc 1502566773.45588 55 0 30
E4_Acc 1502566773.48713 55 0 30
E4_Acc 1502566773.51838 54 0 30
E4_Acc 1502566773.54964 55 0 30
E4_Acc 1502566773.58089 55 0 30
E4_Acc 1502566773.61214 55 0 30
E4_Bvp 1502566758.53332 -0.1938734
E4_Bvp 1502566758.54895 -1.146808
E4_Bvp 1502566758.56457 -2.226209
E4_Bvp 1502566758.5802 -3.296704
E4_Bvp 1502566758.59583 -4.174032
E4_Bvp 1502566758.61145 -4.739157
E4_Bvp 1502566758.62708 -4.96895
E4_Bvp 1502566758.6427 -5.005347
E4_Bvp 1502566758.65833 -5.03988
E4_Bvp 1502566758.67395 -5.257358
E4_Bvp 1502566758.68958 -5.734268
E4_Acc 1502566773.64339 55 0 30
E4_Acc 1502566773.67464 55 0 30
E4_Acc 1502566773.70589 55 0 30
E4_Acc 1502566773.73714 55 0 30
E4_Acc 1502566773.7684 55 0 30
E4_Acc 1502566773.79965 55 0 30
E4_Bvp 1502566758.70521 -6.450911
E4_Bvp 1502566758.72083 -7.303053
E4_Bvp 1502566758.73646 -8.081259
E4_Bvp 1502566758.75208 -8.604813
E4_Bvp 1502566758.76771 -8.677596
E4_Bvp 1502566758.78333 -8.174278
E4_Bvp 1502566758.79896 -7.076324
E4_Bvp 1502566758.81459 -5.507357
E4_Bvp 1502566758.83021 -3.682261
E4_Bvp 1502566758.84584 -1.898502
E4_Bvp 1502566758.86146 -0.4190893
E4_Acc 1502566773.8309 55 0 30
E4_Acc 1502566773.86215 55 0 30
E4_Acc 1502566773.8934 55 0 30
E4_Acc 1502566773.92465 55 0 30
E4_Acc 1502566773.9559 55 0 30
E4_Acc 1502566773.98716 55 0 30
E4_Bvp 1502566758.87709 0.6227417
E4_Bvp 1502566758.89271 1.227217
E4_Bvp 1502566758.90834 1.514321
E4_Bvp 1502566758.92397 1.676409
E4_Bvp 1502566758.93959 1.878844
E4_Bvp 1502566758.95522 2.218328
E4_Bvp 1502566758.97084 2.673504
E4_Bvp 1502566758.98647 3.195598
E4_Bvp 1502566759.00209 3.684681
E4_Bvp 1502566759.01772 4.072958
E4_Bvp 1502566759.03335 4.325446
E4_Gsr 1502566915.916 0.09479568
E4_Gsr 1502566916.166 0.0960767
E4_Gsr 1502566916.416 0.09735772
E4_Gsr 1502566916.666 0.09991977
E4_Gsr 1502566916.916 0.0960767
E4_Gsr 1502566917.166 0.0960767
E4_Temperature 1502566744.6323 34.21
E4_Temperature 1502566744.88231 34.21
E4_Temperature 1502566745.13232 34.21
E4_Temperature 1502566745.38234 34.21
E4_Temperature 1502566745.63235 34.21
E4_Temperature 1502566745.88236 34.21
E4_Temperature 1502566746.13237 34.21
E4_Temperature 1502566746.38238 34.21
E4_Acc 1502566774.01841 55 0 30
E4_Acc 1502566774.04966 55 0 30
E4_Acc 1502566774.08091 55 0 30
E4_Acc 1502566774.11216 55 0 30
E4_Acc 1502566774.14341 55 0 30
E4_Acc 1502566774.17466 55 0 30
E4_Bvp 1502566759.04897 4.464789
E4_Bvp 1502566759.0646 4.540779
E4_Bvp 1502566759.08022 4.610713
E4_Bvp 1502566759.09585 4.711759
E4_Bvp 1502566759.11147 4.822404
E4_Bvp 1502566759.1271 4.91009
E4_Bvp 1502566759.14273 4.893103
E4_Bvp 1502566759.15835 4.729749
E4_Bvp 1502566759.17398 4.414934
E4_Bvp 1502566759.1896 3.980037
E4_Bvp 1502566759.20523 3.471998
E4_Bvp 1502566759.22086 2.937669
E4_Bvp 1502566759.23648 2.410208
E4_Bvp 1502566759.25211 1.884811
E4_Bvp 1502566759.26773 1.389418
E4_Bvp 1502566759.28336 0.942997
E4_Bvp 1502566759.29898 0.566164
E4_Bvp 1502566759.31461 0.2566509
E4_Bvp 1502566759.33024 -0.02168941
E4_Bvp 1502566759.34586 -0.340539
E4_Bvp 1502566759.36149 -0.7501774
E4_Bvp 1502566759.37711 -1.279122
E4_Acc 1502566774.20592 55 0 30
E4_Acc 1502566774.23717 54 0 30
E4_Acc 1502566774.26842 55 0 30
E4_Acc 1502566774.29967 55 0 30
E4_Acc 1502566774.33092 55 0 30
E4_Acc 1502566774.36217 55 0 30
E4_Bvp 1502566759.39274 -1.898414
E4_Bvp 1502566759.40836 -2.569654
E4_Bvp 1502566759.42399 -3.253206
E4_Bvp 1502566759.43962 -3.921847
E4_Bvp 1502566759.45524 -4.561664
E4_Bvp 1502566759.47087 -5.175143
E4_Bvp 1502566759.48649 -5.737785
E4_Bvp 1502566759.50212 -6.205631
E4_Bvp 1502566759.51774 -6.546086
E4_Bvp 1502566759.53337 -6.669735
E4_Bvp 1502566759.549 -6.519408
E4_Acc 1502566774.39342 55 0 30
E4_Acc 1502566774.42468 55 0 30
E4_Acc 1502566774.45593 55 0 30
E4_Acc 1502566774.48718 55 0 30
E4_Acc 1502566774.51843 55 0 30
E4_Acc 1502566774.54968 55 0 30
E4_Bvp 1502566759.56462 -6.040812
E4_Bvp 1502566759.58025 -5.193069
E4_Bvp 1502566759.59587 -4.023503
E4_Bvp 1502566759.6115 -2.657718
E4_Bvp 1502566759.62712 -1.272686
E4_Bvp 1502566759.64275 -0.05639267
E4_Bvp 1502566759.65838 0.8858395
E4_Bvp 1502566759.674 1.582484
E4_Bvp 1502566759.68963 2.142407
E4_Bvp 1502566759.70525 2.679094
E4_Bvp 1502566759.72088 3.243794
E4_Acc 1502566774.58093 55 0 29
E4_Acc 1502566774.61218 55 0 30
E4_Acc 1502566774.64344 55 0 30
E4_Acc 1502566774.67469 55 0 30
E4_Acc 1502566774.70594 55 0 30
E4_Acc 1502566774.73719 55 0 30
E4_Bvp 1502566759.7365 3.77769
E4_Bvp 1502566759.75213 4.170785
E4_Bvp 1502566759.76776 4.341764
E4_Bvp 1502566759.78338 4.282059
E4_Bvp 1502566759.79901 4.089051
E4_Bvp 1502566759.81463 3.906607
E4_Bvp 1502566759.83026 3.845168
E4_Bvp 1502566759.84588 3.949484
E4_Bvp 1502566759.86151 4.19627
E4_Bvp 1502566759.87714 4.488245
E4_Bvp 1502566759.89276 4.721365
E4_Acc 1502566774.76844 55 0 30
E4_Acc 1502566774.79969 55 0 30
E4_Acc 1502566774.83094 55 0 30
E4_Acc 1502566774.8622 55 0 30
E4_Acc 1502566774.89345 55 0 30
E4_Acc 1502566774.9247 55 0 30
E4_Bvp 1502566759.90839 4.80242
E4_Bvp 1502566759.92401 4.675423
E4_Bvp 1502566759.93964 4.363764
E4_Bvp 1502566759.95526 3.936106
E4_Bvp 1502566759.97089 3.482775
E4_Bvp 1502566759.98652 3.083326
E4_Bvp 1502566760.00214 2.750425
E4_Bvp 1502566760.01777 2.468412
E4_Bvp 1502566760.03339 2.190796
E4_Bvp 1502566760.04902 1.893812
E4_Bvp 1502566760.06464 1.594139
E4_Acc 1502566774.95595 55 0 30
E4_Acc 1502566774.9872 55 0 30
E4_Acc 1502566775.01845 55 0 30
E4_Acc 1502566775.0497 55 0 30
E4_Acc 1502566775.08096 55 0 30
E4_Acc 1502566775.11221 55 0 30
E4_Bvp 1502566760.08027 1.326717
E4_Bvp 1502566760.0959 1.126539
E4_Bvp 1502566760.11152 0.992733
E4_Bvp 1502566760.12715 0.9039364
E4_Bvp 1502566760.14277 0.8281174
E4_Bvp 1502566760.1584 0.7325859
E4_Bvp 1502566760.17402 0.568346
E4_Bvp 1502566760.18965 0.2890358
E4_Bvp 1502566760.20528 -0.1696453
E4_Bvp 1502566760.2209 -0.8349667
E4_Bvp 1502566760.23653 -1.682753
E4_Acc 1502566775.14346 55 0 30
E4_Acc 1502566775.17471 55 0 30
E4_Acc 1502566775.20596 55 0 30
E4_Acc 1502566775.23721 55 0 30
E4_Acc 1502566775.26846 55 0 30
E4_Acc 1502566775.29972 55 0 30
E4_Bvp 1502566760.25215 -2.636763
E4_Bvp 1502566760.26778 -3.579767
E4_Bvp 1502566760.2834 -4.437746
E4_Bvp 1502566760.29903 -5.192558
E4_Bvp 1502566760.31466 -5.891422
E4_Bvp 1502566760.33028 -6.561928
E4_Bvp 1502566760.34591 -7.18059
E4_Bvp 1502566760.36153 -7.609428
E4_Bvp 1502566760.37716 -7.697224
E4_Bvp 1502566760.39278 -7.307375
E4_Bvp 1502566760.40841 -6.413834
E4_Acc 1502566775.33097 55 0 30
E4_Acc 1502566775.36222 55 0 30
E4_Acc 1502566775.39347 55 0 30
E4_Acc 1502566775.42472 55 0 30
E4_Acc 1502566775.45597 55 0 30
E4_Acc 1502566775.48722 55 0 30
E4_Gsr 1502566917.416 0.09863874
E4_Gsr 1502566917.666 0.09735772
E4_Gsr 1502566917.916 0.09479568
E4_Gsr 1502566918.166 0.0960767
E4_Gsr 1502566918.416 0.09735772
E4_Gsr 1502566918.666 0.09863874
E4_Bvp 1502566760.42404 -5.149471
E4_Bvp 1502566760.43966 -3.721581
E4_Bvp 1502566760.45529 -2.341255
E4_Bvp 1502566760.47091 -1.108675
E4_Bvp 1502566760.48654 -0.04915237
E4_Bvp 1502566760.50216 0.9062614
E4_Bvp 1502566760.51779 1.797432
E4_Bvp 1502566760.53342 2.604242
E4_Bvp 1502566760.54904 3.257036
E4_Bvp 1502566760.56467 3.67297
E4_Bvp 1502566760.58029 3.809475
E4_Acc 1502566775.51848 55 0 29
E4_Acc 1502566775.54973 55 0 30
E4_Acc 1502566775.58098 55 0 30
E4_Acc 1502566775.61223 55 0 30
E4_Acc 1502566775.64348 55 0 30
E4_Acc 1502566775.67473 55 0 30
E4_Bvp 1502566760.59592 3.709892
E4_Bvp 1502566760.61154 3.489079
E4_Bvp 1502566760.62717 3.278042
E4_Bvp 1502566760.6428 3.19092
E4_Bvp 1502566760.65842 3.250641
E4_Bvp 1502566760.67405 3.419235
E4_Bvp 1502566760.68967 3.621086
E4_Bvp 1502566760.7053 3.752457
E4_Bvp 1502566760.72092 3.743681
E4_Bvp 1502566760.73655 3.583183
E4_Bvp 1502566760.75218 3.300591
E4_Acc 1502566775.70598 55 0 30
E4_Acc 1502566775.73724 55 0 30
E4_Acc 1502566775.76849 55 0 30
E4_Acc 1502566775.79974 55 0 30
E4_Acc 1502566775.83099 55 0 30
E4_Acc 1502566775.86224 55 0 30
E4_Bvp 1502566760.7678 2.934576
E4_Bvp 1502566760.78343 2.579363
E4_Bvp 1502566760.79905 2.298899
E4_Bvp 1502566760.81468 2.127813
E4_Bvp 1502566760.8303 2.084551
E4_Bvp 1502566760.84593 2.130907
E4_Bvp 1502566760.86156 2.200829
E4_Bvp 1502566760.87718 2.194351
E4_Bvp 1502566760.89281 2.02276
E4_Bvp 1502566760.90843 1.656782
E4_Bvp 1502566760.92406 1.142744
E4_Acc 1502566775.89349 55 0 30
E4_Acc 1502566775.92474 55 0 30
E4_Acc 1502566775.956 55 0 30
E4_Acc 1502566775.98725 55 0 30
E4_Acc 1502566776.0185 55 0 30
E4_Acc 1502566776.04975 55 0 30
E4_Bvp 1502566760.93968 0.5606899
E4_Bvp 1502566760.95531 0.01531982
E4_Bvp 1502566760.97094 -0.3992424
E4_Bvp 1502566760.98656 -0.6678047
E4_Bvp 1502566761.00219 -0.8039894
E4_Bvp 1502566761.01781 -0.859499
E4_Bvp 1502566761.03344 -0.9056664
